page,line,newcase_mark,text
67,29,,APPLICATION for Search/Seizure Warrant by USA
67,30,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
67,31,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
67,32,,Search & Seizure Warrant)
67,33,,1:18-sc-01328-BAH *SEALED* Entered: Category:
67,34,,INFORMATION ASSOCIATED WITH 04/24/2018 misc
67,35,,TWO APPLE
67,36,,ACCOUNTS Event:
67,37,,CASE CLOSED on 05/24/2018 13:38:25 Application
67,38,,Filed: for
67,39,,04/24/2018 Search/Seizure
67,40,,Warrant- 18
67,41,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
67,42,,2703 (c)(1)(A) Document:
67,43,,1
67,44,,67
67,45,,
68,2,,APPLICATION for Search/Seizure Warrant by USA
68,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
68,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
68,5,,Search & Seizure Warrant)
68,6,,1:18-sc-01341-BAH *SEALED* Entered: Category: misc Event: Application for
68,7,,INFORMATION ASSOCIATED WITH 04/25/2018 Search/Seizure Warrant- 18
68,8,,"[REDACTED], THAT IS STORED AT 13:31:43 U.S.C. 2703 (a), 2703(b)(1) (A), and"
68,9,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
68,10,,[REDACTED] 04/25/2018 1
68,11,,CASE CLOSED on 08/16/2018
68,12,,APPLICATION for Search/Seizure Warrant by USA
68,13,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
68,14,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
68,15,,Search & Seizure Warrant)
68,16,,1:18-sc-01342-BAH *SEALED* Entered: Category:
68,17,,INFORMATION ASSOCIATED WITH 04/25/2018 misc
68,18,,[REDACTED]
68,19,,THAT IS STORED AT PREMISES Event:
68,20,,CONTROLLED BY [REDACTED] 13:38:29 Application
68,21,,CASE CLOSED on 07/02/2018 Filed: for
68,22,,04/25/2018 Search/Seizure
68,23,,Warrant- 18
68,24,,U.S.C. 2703
68,25,,"(a), 2703(b)(1)"
68,26,,"(A), and 2703"
68,27,,(c)(1)(A)
68,28,,Document:
68,29,,1
68,30,,APPLICATION for Search/Seizure Warrant by USA
68,31,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
68,32,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
68,33,,Search & Seizure Warrant)
68,34,,1:18-sc-01343-BAH *SEALED* Entered: Category: misc Event: Application for
68,35,,INFORMATION ASSOCIATED WITH 04/25/2018 Search/Seizure Warrant- 18
68,36,,"[REDACTED], THAT IS STORED AT 13:26:15 U.S.C. 2703 (a), 2703(b)(1) (A), and"
68,37,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
68,38,,[REDACTED] 04/25/2018 1
68,39,,CASE CLOSED on 07/02/2018
68,40,,APPLICATION for Search/Seizure Warrant by USA
68,41,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
68,42,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
68,43,,Search & Seizure Warrant)
68,44,,1:18-sc-01351-BAH *SEALED* Entered: Category:
68,45,,68
68,46,,
69,2,,INFORMATION ASSOCIATED WITH 04/25/2018 misc
69,3,,[REDACTED]
69,4,,THAT IS STORED AT Event:
69,5,,PREMISES CONTROLLED BY 14:10:42 Application
69,6,,[REDACTED]
69,7,,CASE CLOSED on 08/16/2018 Filed: for
69,8,,04/25/2018 Search/Seizure
69,9,,Warrant- 18
69,10,,U.S.C. 2703
69,11,,"(a), 2703(b)(1)"
69,12,,"(A), and 2703"
69,13,,(c)(1)(A)
69,14,,Document:
69,15,,1
69,16,,APPLICATION for Search/Seizure Warrant by USA
69,17,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
69,18,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
69,19,,Search & Seizure Warrant)
69,20,,1:18-sc-01352-BAH *SEALED* Entered: Category: misc Event: Application for
69,21,,INFORMATION ASSOCIATED WITH 04/25/2018 Search/Seizure Warrant- 18
69,22,,"THE EMAIL ACCOUNT [REDACTED] 15:30:20 U.S.C. 2703 (a), 2703(b)(1) (A), and"
69,23,,CASE CLOSED on 08/16/2018 Filed: 2703 (c)(1)(A) Document:
69,24,,04/25/2018 1
69,25,,APPLICATION for Search/Seizure Warrant by USA
69,26,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
69,27,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
69,28,,Search & Seizure Warrant)
69,29,,1:18-sc-01353-BAH *SEALED* Entered: Category:
69,30,,INFORMATION ASSOCIATED WITH 04/25/2018 misc
69,31,,[REDACTED] Event:
69,32,,THAT ARE STORED AT 15:44:06 Application
69,33,,PREMISES CONTROLLED BY Filed: for
69,34,,[REDACTED]
69,35,,CASE CLOSED on 07/02/2018 04/25/2018 Search/Seizure
69,36,,Warrant- 18
69,37,,U.S.C. 2703
69,38,,"(a), 2703(b)(1)"
69,39,,"(A), and 2703"
69,40,,(c)(1)(A)
69,41,,Document:
69,42,,1
69,43,,69
69,44,,
70,2,,APPLICATION for Search/Seizure Warrant by USA
70,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
70,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
70,5,,Search & Seizure Warrant)
70,6,,1:18-sc-01354-BAH *SEALED* Entered: Category: misc Event: Application for
70,7,,INFORMATION ASSOCIATED WITH 04/25/2018 Search/Seizure Warrant- 18
70,8,,"[REDACTED] STORED AT PREMISES 15:49:30 U.S.C. 2703 (a), 2703(b)(1) (A), and"
70,9,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
70,10,,CASE CLOSED on 08/16/2018 04/25/2018 1
70,11,,APPLICATION for Search/Seizure Warrant by USA
70,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
70,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
70,14,,Search & Seizure Warrant)
70,15,,1:18-sc-01356-BAH *SEALED* Entered: Category:
70,16,,INFORMATION ASSOCIATED WITH 04/26/2018 misc
70,17,,[REDACTED]
70,18,,STORED AT PREMISES CONTROLLED Event:
70,19,,BY
70,20,,[REDACTED] 10:10:40 Application
70,21,,CASE CLOSED on 08/08/2018 Filed: for
70,22,,04/26/2018 Search/Seizure
70,23,,Warrant- 18
70,24,,U.S.C. 2703
70,25,,"(a), 2703(b)(1)"
70,26,,"(A), and 2703"
70,27,,(c)(1)(A)
70,28,,Document:
70,29,,1
70,30,,APPLICATION for Search/Seizure Warrant by USA
70,31,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
70,32,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
70,33,,Search & Seizure Warrant)
70,34,,1:18-sc-01357-BAH *SEALED* Entered: Category: misc Event: Application for
70,35,,INFORMATION ASSOCIATED WITH 04/26/2018 Search/Seizure Warrant- 18
70,36,,"[REDACTED], STORED AT PREMISES 10:22:21 U.S.C. 2703 (a), 2703(b)(1) (A), and"
70,37,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
70,38,,CASE CLOSED on 08/08/2018 04/26/2018 1
70,39,,APPLICATION for Search/Seizure Warrant by USA
70,40,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
70,41,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
70,42,,Search & Seizure Warrant)
70,43,,70
70,44,,
71,2,,1:18-sc-01358-BAH *SEALED* Entered: Category: misc Event: Application for
71,3,,INFORMATION ASSOCIATED WITH 04/26/2018 Search/Seizure Warrant- 18
71,4,,"[REDACTED], THAT IS STORED AT 10:03:51 U.S.C. 2703 (a), 2703(b)(1) (A), and"
71,5,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
71,6,,[REDACTED] 04/26/2018 1
71,7,,CASE CLOSED on 08/16/2018
71,8,,APPLICATION for Search/Seizure Warrant by USA
71,9,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
71,10,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
71,11,,Search & Seizure Warrant)
71,12,,1:18-sc-01359-BAH *SEALED* Entered: Category: misc Event: Application for
71,13,,INFORMATION ASSOCIATED WITH 04/26/2018 Search/Seizure Warrant- 18
71,14,,"[REDACTED], THAT IS STORED AT 10:09:00 U.S.C. 2703 (a), 2703(b)(1) (A), and"
71,15,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
71,16,,[REDACTED] 04/26/2018 1
71,17,,CASE CLOSED on 08/16/2018
71,18,,APPLICATION for Search/Seizure Warrant by USA
71,19,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
71,20,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
71,21,,Search & Seizure Warrant)
71,22,,1:18-sc-01385-BAH *SEALED* Entered: Category: misc Event: Application for
71,23,,INFORMATION ASSOCIATED WITN 04/27/2018 Search/Seizure Warrant- 18
71,24,,"AN APPLE ACCOUNT ASSOCIATED 14:16:48 U.S.C. 2703 (a), 2703(b)(1) (A), and"
71,25,,WITH THE [REDACTED] THAT IS Filed: 2703 (c)(1)(A) Document:
71,26,,STORED AT PREMISES CONTROLLED 04/27/2018 1
71,27,,BY APPLE INC.
71,28,,CASE CLOSED on 08/16/2018
71,29,,APPLICATION for Search/Seizure Warrant by USA
71,30,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
71,31,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
71,32,,Search & Seizure Warrant)
71,33,,1:18-sc-01402-BAH *SEALED* Entered: Category:
71,34,,INFORMATION ASSOCIATED WITH 04/30/2018 misc
71,35,,[REDACTED] AND [REDACTED] AND Event:
71,36,,"[REDACTED], STORED AT 10:55:11 Application"
71,37,,[REDACTED]
71,38,,CASE CLOSED on 08/16/2018 Filed: for Search/Seizure Warrant- 18
71,39,,"04/27/2018 U.S.C. 2703 (a), 2703(b)(1) (A), and"
71,40,,2703 (c)(1)(A) Document:
71,41,,1
71,42,,71
71,43,,
72,2,,APPLICATION for Search/Seizure Warrant by USA
72,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
72,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
72,5,,Search & Seizure Warrant)
72,6,,1:18-sc-01403-BAH *SEALED* Entered: Category: misc Event: Application for
72,7,,INFORMATION ASSOCIATED WITH 04/30/2018 Search/Seizure Warrant- 18
72,8,,"[REDACTED], THAT IS STORED AT 11:03:55 U.S.C. 2703 (a), 2703(b)(1) (A), and"
72,9,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
72,10,,[REDACTED] 04/27/2018 1
72,11,,CASE CLOSED on 08/16/2018
72,12,,APPLICATION for Search/Seizure Warrant by USA
72,13,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
72,14,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
72,15,,Search & Seizure Warrant)
72,16,,1:18-sc-01404-BAH *SEALED* Entered: Category:
72,17,,INFORMATION ASSOCIATED WITH 04/30/2018 misc
72,18,,[REDACTED]
72,19,,STORED AT PREMISES CONTROLLED Event:
72,20,,BY [REDACTED]
72,21,,CASE CLOSED on 08/16/2018 11:13:52 Application
72,22,,Filed: for
72,23,,04/27/2018 Search/Seizure
72,24,,Warrant- 18
72,25,,U.S.C. 2703
72,26,,"(a), 2703(b)(1) (A), and 2703 (c)(1)(A)"
72,27,,Document:
72,28,,1
72,29,,APPLICATION for Search/Seizure Warrant by USA
72,30,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
72,31,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
72,32,,Search & Seizure Warrant)
72,33,,1:18-sc-01420-BAH *SEALED* Entered: Category: misc Event: Application for
72,34,,INFORMATION ASSOCIATED WITH 04/30/2018 Search/Seizure Warrant- 18
72,35,,"[REDACTED], THAT IS STORED AT 14:35:34 U.S.C. 2703 (a), 2703(b)(1) (A), and"
72,36,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
72,37,,[REDACTED] 04/30/2018 1
72,38,,CASE CLOSED on 08/16/2018
72,39,,APPLICATION for Search/Seizure Warrant by USA
72,40,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
72,41,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
72,42,,Search & Seizure Warrant)
72,43,,1:18-sc-01421-BAH *SEALED* Entered: Category:
72,44,,72
72,45,,
73,2,,INFORMATION ASSOCIATED WITH 04/30/2018 misc
73,3,,"[REDACTED], THAT IS STORED AT Event:"
73,4,,PREMISES CONTROLLED BY 14:40:39 Application
73,5,,[REDACTED]
73,6,,CASE CLOSED on 08/16/2018 Filed: for
73,7,,04/30/2018 Search/Seizure
73,8,,Warrant- 18
73,9,,U.S.C. 2703
73,10,,"(a), 2703(b)(1)"
73,11,,"(A), and 2703"
73,12,,(c)(1)(A)
73,13,,Document:
73,14,,1
73,15,,APPLICATION for Search/Seizure Warrant by USA
73,16,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
73,17,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
73,18,,Search & Seizure Warrant)
73,19,,1:18-sc-01422-BAH *SEALED* Entered: Category: misc Event: Application for
73,20,,INFORMATION ASSOCIATED WITH 04/30/2018 Search/Seizure Warrant- 18
73,21,,"THE [REDACTED] REGISTERED WITH 14:47:43 U.S.C. 2703 (a), 2703(b)(1) (A), and"
73,22,,"[REDACTED], STORED AT Filed: 2703 (c)(1)(A) Document:"
73,23,,[REDACTED] 04/30/2018 1
73,24,,CASE CLOSED on 08/16/2018
73,25,,APPLICATION for Search/Seizure Warrant by USA
73,26,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
73,27,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
73,28,,Search & Seizure Warrant)
73,29,,1:18-sc-01423-BAH *SEALED* Entered: Category:
73,30,,INFORMATION ASSOCIATED WITH 04/30/2018 misc
73,31,,"[REDACTED], [REDACTED], Event:"
73,32,,"AND [REDACTED] AND [REDACTED], 14:54:49 Application"
73,33,,STORED AT [REDACTED] Filed: for
73,34,,CASE CLOSED on 08/16/2018 04/30/2018 Search/Seizure
73,35,,Warrant- 18
73,36,,U.S.C. 2703
73,37,,"(a), 2703(b)(1)"
73,38,,"(A), and 2703"
73,39,,(c)(1)(A)
73,40,,73
73,41,,
74,2,,Document:
74,3,,1
74,4,,APPLICATION for Search/Seizure Warrant by USA
74,5,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
74,6,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
74,7,,Search & Seizure Warrant)
74,8,,1:18-sc-01424-BAH *SEALED* Entered: Category: misc Event: Application for
74,9,,INFORMATION ASSOCIATED WITH 04/30/2018 Search/Seizure Warrant- 18
74,10,,"[REDACTED] AND [REDACTED], 15:00:37 U.S.C. 2703 (a), 2703(b)(1) (A), and"
74,11,,STORED AT PREMISES CONTROLLED Filed: 2703 (c)(1)(A) Document:
74,12,,BY [REDACTED] 04/30/2018 1
74,13,,CASE CLOSED on 08/16/2018
74,14,,APPLICATION for Search/Seizure Warrant by USA
74,15,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
74,16,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
74,17,,Search & Seizure Warrant)
74,18,,1:18-sc-01425-BAH *SEALED* Entered: Category:
74,19,,INFORMATION ASSOCIATED WITH 04/30/2018 misc
74,20,,[REDACTED]
74,21,,THAT ARE STORED AT PREMISES Event:
74,22,,CONTROLLED BY
74,23,,[REDACTED] 15:05:43 Application
74,24,,CASE CLOSED on 08/16/2018 Filed: for
74,25,,04/30/2018 Search/Seizure
74,26,,Warrant- 18
74,27,,U.S.C. 2703
74,28,,"(a), 2703(b)(1)"
74,29,,"(A), and 2703"
74,30,,(c)(1)(A)
74,31,,Document:
74,32,,1
74,33,,APPLICATION for Search/Seizure Warrant by USA
74,34,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
74,35,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
74,36,,Search & Seizure Warrant)
74,37,,1:18-sc-01436-BAH *SEALED* Entered: Category: misc Event: Application for
74,38,,INFORMATION THAT IS STORED AT 05/01/2018 Search/Seizure Warrant- 18
74,39,,"PREMISES CONTROLLED BY 13:42:28 U.S.C. 2703 (a), 2703(b)(1) (A), and"
74,40,,[REDACTED] Filed: 2703 (c)(1)(A) Document:
74,41,,CASE CLOSED on 08/16/2018 05/01/2018 1
74,42,,74
74,43,,
75,2,,APPLICATION for Search/Seizure Warrant by USA
75,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
75,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
75,5,,Search & Seizure Warrant)
75,6,,1:18-sc-01437-BAH *SEALED* Entered: Category: misc Event: Application for
75,7,,INFORMATION ASSOCIATED WITH 05/01/2018 Search/Seizure Warrant- 18
75,8,,"[REDACTED], THAT IS STORED AT 13:37:26 U.S.C. 2703 (a), 2703(b)(1) (A), and"
75,9,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
75,10,,[REDACTED] 05/01/2018 1
75,11,,CASE CLOSED on 08/16/2018
75,12,,APPLICATION for Search/Seizure Warrant by USA
75,13,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
75,14,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
75,15,,Search & Seizure Warrant)
75,16,,1:18-sc-01452-BAH *SEALED* Entered: Category: misc Event: Application for
75,17,,INFORMATION ASSOCIATED WITH 05/02/2018 Search/Seizure Warrant- 18
75,18,,"[REDACTED] STORED AT PREMISES 13:58:38 U.S.C. 2703 (a), 2703(b)(1) (A), and"
75,19,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
75,20,,CASE CLOSED on 08/16/2018 05/02/2018 1
75,21,,APPLICATION for Search/Seizure Warrant by USA
75,22,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
75,23,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
75,24,,Search & Seizure Warrant)
75,25,,1:18-sc-01453-BAH *SEALED* Entered: Category: misc Event: Application for
75,26,,INFORMATION ASSOCIATED WITH 05/02/2018 Search/Seizure Warrant- 18
75,27,,"THE [REDACTED] REGISTERED WITH 14:03:17 U.S.C. 2703 (a), 2703(b)(1) (A), and"
75,28,,"[REDACTED], THAT IS STORED AT Filed: 2703 (c)(1)(A) Document:"
75,29,,[REDACTED] 05/02/2018 1
75,30,,CASE CLOSED on 08/16/2018
75,31,,APPLICATION for Search/Seizure Warrant by USA
75,32,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
75,33,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
75,34,,Search & Seizure Warrant)
75,35,,1:18-sc-01454-BAH *SEALED* Entered: Category:
75,36,,INFORMATION ASSOCIATED WITH 05/02/2018 misc
75,37,,"[REDACTED], THAT IS STORED AT 14:16:25 Event: Application for Search/Seizure"
75,38,,PREMISES CONTROLLED BY Filed: Warrant- 18
75,39,,"[REDACTED] 05/02/2018 U.S.C. 2703 (a), 2703(b)(1) (A), and"
75,40,,CASE CLOSED on 08/16/2018 2703 (c)(1)(A) Document:
75,41,,1
75,42,,75
75,43,,
76,2,,APPLICATION for Search/Seizure Warrant by USA
76,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
76,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
76,5,,Search & Seizure Warrant)
76,6,,1:18-sc-01455-BAH *SEALED* Entered: Category: misc Event: Application for
76,7,,INFORMATION ASSOCIATED WITH 05/02/2018 Search/Seizure Warrant- 18
76,8,,"[REDACTED] AND [REDACTED], 14:28:44 U.S.C. 2703 (a), 2703(b)(1) (A), and"
76,9,,THAT IS STORED AT [REDACTED] Filed: 2703 (c)(1)(A) Document:
76,10,,CASE CLOSED on 08/16/2018 05/02/2018 1
76,11,,APPLICATION for Search/Seizure Warrant by USA
76,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
76,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
76,14,,Search & Seizure Warrant)
76,15,,1:18-sc-01489-BAH *SEALED* Entered: Category:
76,16,,[REDACTED] 05/03/2018 misc
76,17,,AND Event:
76,18,,[REDACTED] CONTROLLED AND 18:11:11 Application
76,19,,OPERATED BY
76,20,,[REDACTED] Filed: for
76,21,,CASE CLOSED on 08/16/2018 05/03/2018 Search/Seizure
76,22,,Warrant- 18
76,23,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
76,24,,2703 (c)(1)(A) Document:
76,25,,1
76,26,,APPLICATION for Search/Seizure Warrant by USA
76,27,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
76,28,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
76,29,,Search & Seizure Warrant)
76,30,,1:18-sc-01490-BAH *SEALED* Entered: Category: misc Event: Application for
76,31,,INFORMATION ASSOCIATED WITH 05/03/2018 Search/Seizure Warrant- 18
76,32,,"[REDACTED], THAT IS STORED AT 17:15:09 U.S.C. 2703 (a), 2703(b)(1) (A), and"
76,33,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
76,34,,[REDACTED] 05/03/2018 1
76,35,,CASE CLOSED on 08/16/2018
76,36,,APPLICATION for Search/Seizure Warrant by USA
76,37,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
76,38,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
76,39,,SEARCH AND SEIZURE WARRANT)
76,40,,1:18-sc-01491-BAH *SEALED* Entered: Category:
76,41,,INFORMATION ASSOCIATED WITH 05/03/2018 misc
76,42,,[REDACTED]
76,43,,76
76,44,,
77,2,,THAT IS STORED AT PREMISES Event:
77,3,,CONTROLLED BY [REDACTED] 17:34:48 Application
77,4,,CASE CLOSED on 08/16/2018 Filed: for
77,5,,05/03/2018 Search/Seizure
77,6,,Warrant- 18
77,7,,U.S.C. 2703
77,8,,"(a), 2703(b)(1)"
77,9,,"(A), and 2703 (c)(1)(A)"
77,10,,Document:
77,11,,1
77,12,,APPLICATION for Search/Seizure Warrant by USA
77,13,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
77,14,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
77,15,,SEARCH AND SEIZURE WARRANT)
77,16,,1:18-sc-01492-BAH *SEALED* Entered: Category: misc Event: Application for
77,17,,INFORMATION ASSOCIATED WTIH 05/03/2018 Search/Seizure Warrant- 18
77,18,,"[REDACTED], THAT IS STORED AT 17:21:29 U.S.C. 2703 (a), 2703(b)(1) (A), and"
77,19,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
77,20,,[REDACTED] 05/03/2018 1
77,21,,CASE CLOSED on 08/16/2018
77,22,,APPLICATION for Search/Seizure Warrant by USA
77,23,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
77,24,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
77,25,,SEARCH AND SEIZURE WARRANT)
77,26,,1:18-sc-01493-BAH *SEALED* Entered: Category:
77,27,,INFORMATION ASSOCIATED WITH 05/03/2018 misc
77,28,,[REDACTED]
77,29,,THAT IS STORED AT PREMISES Event:
77,30,,COONTROLLED BY [REDACTED] 17:28:42 Application
77,31,,CASE CLOSED on 08/16/2018 Filed: for
77,32,,05/03/2018 Search/Seizure
77,33,,Warrant- 18
77,34,,U.S.C. 2703
77,35,,"(a), 2703(b)(1)"
77,36,,"(A), and 2703"
77,37,,(c)(1)(A)
77,38,,Document:
77,39,,1
77,40,,77
77,41,,
78,2,,APPLICATION for Search/Seizure Warrant by USA
78,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
78,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
78,5,,SEARCH AND SEIZURE WARRANT)
78,6,,1:18-sc-01494-BAH *SEALED* Entered: Category: misc Event: Application for
78,7,,INFORMATION ASSOCIATED WITH 05/03/2018 Search/Seizure Warrant- 18
78,8,,"THE ACCOUNT [REDACTED] THAT IS 18:00:47 U.S.C. 2703 (a), 2703(b)(1) (A), and"
78,9,,STORED AT PREMISES CONTROLLED Filed: 2703 (c)(1)(A) Document:
78,10,,BY [REDACTED] 05/03/2018 1
78,11,,CASE CLOSED on 07/02/2018
78,12,,APPLICATION for Search/Seizure Warrant by USA
78,13,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
78,14,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
78,15,,Search & Seizure Warrant)
78,16,,1:18-sc-01495-BAH *SEALED* Entered: Category:
78,17,,INFORMATION ASSOCIATED WITH 05/03/2018 misc
78,18,,[REDACTED]
78,19,,STORED AT PREMISES CONTROLLED Event:
78,20,,BY
78,21,,[REDACTED] 17:55:28 Application
78,22,,CASE CLOSED on 08/16/2018 Filed: for
78,23,,05/03/2018 Search/Seizure
78,24,,Warrant- 18
78,25,,U.S.C. 2703
78,26,,"(a), 2703(b)(1)"
78,27,,"(A), and 2703"
78,28,,(c)(1)(A)
78,29,,Document:
78,30,,1
78,31,,APPLICATION for Search/Seizure Warrant by USA
78,32,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
78,33,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
78,34,,Search & Seizure Warrant)
78,35,,1:18-sc-01496-BAH *SEALED* Entered: Category: misc Event: Application for
78,36,,INFORMATION ASSOCIATED WITH 05/03/2018 Search/Seizure Warrant- 18
78,37,,"[REDACTED], [REDACTED], AND 17:51:15 U.S.C. 2703 (a), 2703(b)(1) (A), and"
78,38,,"[REDACTED], THAT IS STORED AT Filed: 2703 (c)(1)(A) Document:"
78,39,,[REDACTED] 05/03/2018 1
78,40,,CASE CLOSED on 08/16/2018
78,41,,78
78,42,,
79,2,,APPLICATION for Search/Seizure Warrant by USA
79,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
79,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
79,5,,Search & Seizure Warrant)
79,6,,1:18-sc-01497-BAH *SEALED* Entered: Category:
79,7,,INFORMATION ASSOCIATED WITH 05/03/2018 misc
79,8,,[REDACTED]
79,9,,STORED AT PREMISES CONTROLLED Event:
79,10,,BY
79,11,,[REDACTED] 18:21:50 Application
79,12,,CASE CLOSED on 08/08/2018 Filed: for
79,13,,05/03/2018 Search/Seizure
79,14,,Warrant- 18
79,15,,U.S.C. 2703
79,16,,"(a), 2703(b)(1)"
79,17,,"(A), and 2703"
79,18,,(c)(1)(A)
79,19,,Document:
79,20,,1
79,21,,APPLICATION for Search/Seizure Warrant by USA
79,22,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
79,23,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
79,24,,Search & Seizure Warrant)
79,25,,1:18-sc-01498-BAH *SEALED* Entered: Category: misc Event: Application for
79,26,,INFORMATION ASSOCIATED WITH 05/03/2018 Search/Seizure Warrant- 18
79,27,,"[REDACTED] STORED AT PREMISES 18:44:31 U.S.C. 2703 (a), 2703(b)(1) (A), and"
79,28,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
